id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,Address,Date_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude_rain,Longitude,Resolved Address,"Name, Info, Conditions",
837,10/12/08,,SA,Colombia,CO,Córdoba,5385,Moñitos,23.49217,,8.4,-75.899,"(8.4, -75.899000000000001)",Landslide,Landslide,Medium,Downpour,,,,,http://colombiareports.com/colombian-news/news/1664-number-of-victims-of-floods-and-landslides-surpass-100000.html,"8.4,-75.899",,,,,,,,,,,,0,,,,,,,8.4,-75.899,"8.4,-75.899",,
838,10/12/08,,NA,Costa Rica,CR,San José,34877,San Isidro,16.24937,,9.519,-83.706,"(9.5190000000000001, -83.706000000000003)",Landslide,Landslide,Medium,Downpour,,,,,http://www.ticotimes.net/dailyarchive/2008_10/1014081.htm,"9.519,-83.706",10/12/08,64.5,77.1,70.3,67,90.12,,10.5,,170.55,,0.24,4.35,,6.6,76.6,1009.2,"Mist, Light Drizzle, Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Decreasing",9.519,-83.706,"9.519,-83.706","Rain, Overcast",
839,10/12/08,,NA,Costa Rica,CR,San José,8292,Santiago,12.85801,,9.764,-84.397,"(9.7639999999999993, -84.397000000000006)",Landslide,Landslide,Medium,Downpour,,,,,http://www.ticotimes.net/dailyarchive/2008_10/1014082.htm,"9.764,-84.397",10/12/08,64.5,77.1,70.3,67.1,90.38,,10.2,,169.65,,0.24,4.35,,6.6,77,1009.2,"Mist, Light Drizzle, Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Decreasing",9.764,-84.397,"9.764,-84.397","Rain, Overcast",
841,10/12/08,,NA,Saint Lucia,LC,Vieux-Fort,4574,Vieux Fort,2.61752,,13.74,-60.946,"(13.74, -60.945999999999998)",Landslide,Landslide,Medium,Downpour,,,,,http://www.htsstlucia.com/2008_News/October/HTS_News_October_13th_2008.html,"13.74,-60.946000000000005",10/12/08,78.5,87.5,82.5,75.8,80.44,99.9,21.9,,83.45,,0.62,18.18,,9.5,92.1,1011.7,"Precipitation In Vicinity, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",13.74,-60.946,"13.74,-60.946000000000005","Rain, Overcast",
845,10/15/08,,NA,Costa Rica,CR,Puntarenas,6777,Golfito,11.74074,,8.67,-83.064,"(8.67, -83.063999999999993)",Landslide,Landslide,Medium,Downpour,,,,,http://www.ticotimes.net/dailyarchive/2008_10/1016081.htm,"8.67,-83.064",10/15/2008,75.5,75.5,75.5,73.7,94.16,,0,,,,2.2,100,,6.2,100,1012.2,Precipitation In Vicinity,8.67,-83.064,"8.67,-83.064","Rain, Overcast",
848,10/16/08,,NA,Costa Rica,CR,Puntarenas,6540,Miramar,8.92048,,10.111,-84.809,"(10.111000000000001, -84.808999999999997)",Landslide,Complex,Medium,Downpour,,,,,http://insidecostarica.com/dailynews/2008/october/17/nac01.htm,"10.111,-84.809",10/16/2008,65.2,71,66.5,66.1,98.49,,8.3,,165.59,,0.24,4.35,,4.3,94.5,1014.1,"Mist, Light Drizzle, Rain, Fog, Light Rain",10.111,-84.809,"10.111,-84.809","Rain, Overcast",
852,10/18/08,,NA,Guatemala,GT,Chimaltenango,5987,San José Poaquil,5.31511,,14.8667,-90.9167,"(14.8667, -90.916700000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Depression 16,,,,http://www.reliefweb.int/rw/rwb.nsf/db900SID/KSAI-7KM5GH?OpenDocument,"14.8667,-90.9167",10/18/2008,57,66.4,61.8,58.3,88.7,,9.8,,180.88,,0.05,8.33,,7.6,94.2,1013.9,"Drizzle, Mist, Heavy Drizzle, Light Drizzle, Rain, Sky Unchanged",14.8667,-90.9167,"14.8667,-90.9167","Rain, Overcast",
854,10/19/08,,NA,Honduras,HN,Copán,4752,Corquín,0.43391,,14.5637,-88.8693,"(14.563700000000001, -88.869299999999996)",Landslide,Landslide,Large,Tropical cyclone,Tropical Depression 16,,23,,http://www.chron.com/disp/story.mpl/ap/world/6068144.html,"14.5637,-88.8693",10/19/2008,64.5,75.5,70.4,65.5,85.2,,8.8,,240.83,,1.61,27.78,,5.9,86.3,1012.9,"Drizzle, Mist, Precipitation In Vicinity, Light Drizzle, Rain, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Heavy Rain, Smoke Or Haze",14.5637,-88.8693,"14.5637,-88.8693","Rain, Overcast",
855,10/20/08,,NA,Honduras,HN,Francisco Morazán ,850848,Tegucigalpa,2.99239,,14.108,-87.2137,"(14.108000000000001, -87.213700000000003)",Landslide,Mudslide,Large,Tropical cyclone,Tropical Depression 16,,29,,http://in.ibtimes.com/articles/20081021/honduras-landslide-tegucigalpa-victim.htm,"14.107999999999999,-87.2137",10/20/2008,66.3,80.7,70.1,67.6,92.35,83.4,12.8,,207,,0.72,45.45,,4.6,94.1,1012.1,"Drizzle, Mist, Light Drizzle, Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Smoke Or Haze",14.108,-87.2137,"14.107999999999999,-87.2137","Rain, Overcast",
857,10/22/08,,NA,Barbados,BB,Saint Joseph,1765,Bathsheba,2.87363,,13.229,-59.54,"(13.228999999999999, -59.54)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.nationnews.com/story/326456269849259.php,"13.229000000000001,-59.54",10/22/2008,76.7,84.3,79.3,77.1,93.24,96.4,20.8,,92.17,,2.99,16.67,,6.7,73.3,1011.9,"Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Light Rain, Sky Unchanged",13.229,-59.54,"13.229000000000001,-59.54","Rain, Partially cloudy",
867,10/28/08,,NA,Guatemala,GT,Huehuetenango,1311,San Sebastián Huehuetenango,1.58358,,15.376,-91.596,"(15.375999999999999, -91.596000000000004)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.yourmileagemayvary.ca/mudslide-impeeds-our-progress-in-guatemala,"15.376,-91.596",10/28/2008,50.1,67.7,57.5,50.6,79.89,,1.4,,225.83,,0,0,,9.2,56.3,,,15.376,-91.596,"15.376,-91.596",Partially cloudy,
889,11/16/08,,SA,Colombia,CO,Antioquia,1999979,Medellín,4.09028,,6.217,-75.576,"(6.2169999999999996, -75.575999999999993)",Landslide,Mudslide,Large,Downpour,,,8,,http://www.chinapost.com.tw/international/americas/2008/11/19/183837/Eight-corpses.htm,"6.2170000000000005,-75.57600000000001",11/16/2008,57.3,68.1,59.9,57.1,91.06,,6.9,,128,,0,0,,5.9,88.3,,"Light Drizzle, Heavy Rain",6.217,-75.576,"6.2170000000000005,-75.57600000000001",Overcast,
891,11/16/08,,NA,Trinidad and Tobago,TT,City of Port of Spain,49031,Port-of-Spain,1.07831,,10.676,-61.516,"(10.676, -61.515999999999998)",Landslide,Complex,Medium,Downpour,,,1,,"http://www.newsday.co.tt/news/0,90097.html","10.675999999999998,-61.516000000000005",11/16/2008,75.5,84.3,78.9,75.7,90.07,94.4,24.2,,92.5,,0.37,8.33,,7.1,91.7,1009.8,"Mist, Precipitation In Vicinity, Rain Showers, Light Rain",10.676,-61.516,"10.675999999999998,-61.516000000000005","Rain, Overcast",
896,11/20/08,,SA,Venezuela,VE,Distrito Federal,3000000,Caracas,2.92493,,10.466,-66.894,"(10.465999999999999, -66.894000000000005)",Landslide,Mudslide,Medium,Downpour,,,8,,"http://www.foxnews.com/story/0,2933,456304,00.html","10.466,-66.89399999999999",11/20/2008,75.3,86.1,79.1,75,88.16,95.4,5.8,,171.54,,0,0,,6,82.6,1009.4,"Drizzle, Light Drizzle, Heavy Rain, Light Rain",10.466,-66.894,"10.466,-66.89399999999999",Overcast,
904,11/24/08,,SA,Colombia,CO,Cauca,13223,Miranda,0.70558,,3.2468,-76.2226,"(3.2467999999999999, -76.2226)",Landslide,Mudslide,Medium,Downpour,,,10,,http://www.laht.com/article.asp?ArticleId=321599&CategoryId=12393,"3.2468,-76.2226",11/24/2008,68.1,82.5,75,66.6,76.15,85.5,13.9,,226.88,,0,0,,6.8,82.3,,"Precipitation In Vicinity, Fog",3.2468,-76.2226,"3.2468,-76.2226",Overcast,
905,11/25/08,,NA,Panama,PA,Chiriquí,6123,Boquete,9.837,,8.787,-82.344,"(8.7870000000000008, -82.343999999999994)",Landslide,Complex,Medium,Downpour,,,8,,http://www.iht.com/articles/ap/2008/11/26/news/LT-Panama-Flooding.php,"8.787,-82.344",11/25/2008,74.1,78.6,76.6,73.9,91.64,,10.5,,320.86,,0,0,,5.9,94.2,1012.3,"Precipitation In Vicinity, Light Rain",8.787,-82.344,"8.787,-82.344",Overcast,
908,11/26/08,,NA,United States,US,California,9277,Valley Center,14.4377,,33.3,-116.9135,"(33.299999999999997, -116.9135)",Landslide,Debris flow,Medium,Rain,,,,,http://www.sandiego6.com/news/local/story/People-and-Pets-Trapped-in-Car-by-Debris-Flow/-hzY7l0XwECXzE2pbJhIOw.cspx,"33.3,-116.9135",11/26/2008,54.5,63.5,57.9,53,84.2,,8.4,,216.67,,0.94,45.83,,7.7,49.4,1012.1,"Mist, Rain, Heavy Rain, Light Rain",33.3,-116.9135,"33.3,-116.9135","Rain, Partially cloudy",
928,12/14/08,Night,NA,Guatemala,GT,Izabal,18994,Morales,23.92309,Above road,15.3796,-90.5316,"(15.3796, -90.531599999999997)",Landslide,Mudslide,Medium,Rain,,2,2,Latin American Herald Tribune,http://www.laht.com/article.asp?ArticleId=323389&CategoryId=14092,"15.3796,-90.5316",12/14/2008,50.1,77.1,68.3,59.7,76,,6.9,,128.75,,0,0,,6.6,26.7,,,15.3796,-90.5316,"15.3796,-90.5316",Partially cloudy,
937,12/17/08,,NA,United States,US,California,3148,Fairbanks Ranch,8.33509,,33.023,-117.105,"(33.023000000000003, -117.105)",Landslide,Mudslide,Small,Rain,,,,,http://www.nbcsandiego.com/news/local/Mudslide-Damages-RB-Homes.html,"33.023,-117.105",12/17/2008,47.5,49.7,48.2,44.3,86.27,,15,,103.52,42.4,1.83,100,,6.3,98.9,1007.1,"Mist, Rain, Heavy Rain, Light Rain",33.023,-117.105,"33.023,-117.105","Rain, Overcast",
938,12/18/08,,NA,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,5.91101,,10.735,-61.4925,"(10.734999999999999, -61.4925)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.caribbeannetnews.com/news-13154--17-17--.html,"10.735,-61.4925",12/18/2008,73.5,87,78.5,73.3,84.78,94.2,12.8,,154.29,,0.08,4.35,,7,79.6,1011.3,"Mist, Precipitation In Vicinity, Thunderstorm, Rain Showers",10.735,-61.4925,"10.735,-61.4925","Rain, Overcast",
939,12/19/08,,NA,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,2.24772,,10.716,-61.546,"(10.715999999999999, -61.545999999999999)",Landslide,Complex,Medium,Downpour,,,,,"http://www.newsday.co.tt/news/0,92144.html","10.716,-61.54600000000001",12/19/2008,73.5,87.9,76.9,73.7,90.46,96.1,11.4,,253.33,,0.64,12.5,,6.4,91.7,1011.1,"Mist, Precipitation In Vicinity, Rain Showers, Light Rain, Sky Coverage Decreasing",10.716,-61.546,"10.716,-61.54600000000001","Rain, Overcast",
941,12/20/08,,NA,Trinidad and Tobago,TT,Penal/Debe,12281,"Peñal,",2.57071,,10.158,-61.4449,"(10.157999999999999, -61.444899999999997)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.caribbeannewsnow.com/caribnet/trinidad/trinidad.php?news_id=13154&start=520&category_id=17,"10.158,-61.4449",12/20/2008,73.5,87.9,77.1,74.2,91.55,96.1,6.9,,182.5,,0.31,4.17,,5.7,85.7,1010.2,"Mist, Precipitation In Vicinity, Rain Showers, Light Rain",10.158,-61.4449,"10.158,-61.4449","Rain, Overcast",
946,12/22/08,,NA,United States,US,California,3841,Harbison Canyon,1.91206,,32.8273,-116.8487,"(32.827300000000001, -116.84869999999999)",Landslide,Complex,Small,Downpour,,,,,http://www.10news.com/news/18285582/detail.html,"32.8273,-116.8487",12/22/2008,41.1,54,48.3,44.8,87.53,,11.6,,176.92,38.8,0.36,58.33,,5,72.3,1013,"Mist, Rain, Fog, Light Rain, Smoke Or Haze",32.8273,-116.8487,"32.8273,-116.8487","Rain, Partially cloudy",
947,12/22/08,Early morning,NA,United States,US,Tennessee,5934,Kingston,2.61361,,35.9,-84.5255,"(35.9, -84.525499999999994)",Landslide,Lahar,Medium,Dam embankment collapse,,,,,http://www.volunteertv.com/news/headlines/36605729.html,"35.9,-84.5255",12/22/2008,7.5,24.6,16,3.6,57.97,,15,31.1,208.25,-3.1,0,0,,9.9,0,1032.2,Light Snow,35.9,-84.5255,"35.9,-84.5255",Clear,
958,01/07/09,1:41:00,NA,United States,US,North Carolina,1150,Maggie Valley,2.71542,,35.507,-83.071,"(35.506999999999998, -83.070999999999998)",Landslide,Landslide,Small,Rain,,,0,,,"35.507,-83.071",01/07/09,34.6,60.9,47.7,38.1,70.96,,19.7,38,241.5,29,0.78,29.17,,8.9,21.5,997,"Mist, Light Snow, Rain, Heavy Rain, Light Rain",35.507,-83.071,"35.507,-83.071",Rain,
975,1/22/09,,NA,Mexico,MX,The Federal District,12294193,Mexico City,0.15208,,19.4271,-99.1276,"(19.427099999999999, -99.127600000000001)",Landslide,Landslide,Medium,Downpour,,,2,,,"19.4271,-99.1276",01/22/2009,32.1,73.5,56.2,31.5,44.94,,16.1,,155.06,28.9,0,0,,8.9,10.3,1016.5,"Mist, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",19.4271,-99.1276,"19.4271,-99.1276",Clear,
984,02/12/09,,NA,Dominican Republic,DO,Santiago,1457,Pedro García,4.86398,,19.55,-70.639,"(19.55, -70.638999999999996)",Landslide,Mudslide,Medium,Downpour,,,0,,http://us.puerto-plata-live.com/puerto-plata/news/year-2009/february-2009.html,"19.55,-70.639",02/12/09,63.5,83.1,74.5,65.3,74.91,84.6,15.4,,124.27,,0.77,6.25,,7,35.1,1019.8,"Mist, Fog, Smoke Or Haze",19.55,-70.639,"19.55,-70.639","Rain, Partially cloudy",
995,03/10/09,Afternoon,NA,United States,US,Pennsylvania,5951,Crafton,2.84144,,40.4427,-80.0342,"(40.442700000000002, -80.034199999999998)",Landslide,Mudslide,Small,Rain,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/breaking/s_615393.html,"40.4427,-80.0342",03/10/09,33.2,57.4,43.4,34,70.58,,10.7,,97.04,27.3,0.03,20.83,,9.7,64.4,1019.1,"Mist, Rain, Light Rain",40.4427,-80.0342,"40.4427,-80.0342","Rain, Partially cloudy",
996,3/19/09,,SA,Colombia,CO,Huila,4444,Hobo,10.1804,Unknown,2.5384,-75.5299,"(2.5384000000000002, -75.529899999999998)",Landslide,Mudslide,Medium,Continuous rain,,,5,UBALERT,http://www.ubalert.com/a/3277,"2.5384,-75.5299",,,,,,,,,,,,0,,,,,,,2.5384,-75.5299,"2.5384,-75.5299",,
1000,04/08/09,Early morning,NA,United States,US,Tennessee,2845,Sale Creek,11.5102,,35.3561,-85.2314,"(35.356099999999998, -85.231399999999994)",Landslide,Rockfall,Small,Rain,,,0,,http://www.waff.com/global/story.asp?s=10149683&ClientType=Printable,"35.3561,-85.2314",04/08/09,30.7,65.5,48.5,29,53.01,,16.6,32.2,224.15,31.5,0,0,,9.9,12.8,1011.9,,35.3561,-85.2314,"35.3561,-85.2314",Clear,
1001,04/11/09,11:30:00,NA,United States,US,Utah,112488,Provo,3.35726,,40.2544,-111.6296,"(40.254399999999997, -111.6296)",Landslide,Rockfall,Small,Downpour,,,0,,http://geology.utah.gov/utahgeo/hazards/landslide/provorock0409/index.htm,"40.2544,-111.6296",04/11/09,43,53.9,48.6,36.9,65.66,,12.8,,148.47,39.8,0.04,8.33,,9.9,81.9,1006,Light Rain,40.2544,-111.6296,"40.2544,-111.6296","Rain, Overcast",
1003,4/13/09,Early morning,NA,United States,US,Virginia,1463,East Lexington,10.60458,,37.8826,-79.3838,"(37.882599999999996, -79.383799999999994)",Landslide,Mudslide,Small,Downpour,,,0,,,"37.8826,-79.3838",04/13/2009,39.5,52.4,46.1,31.4,57.63,,8.6,,104.86,38.1,0.14,8.33,,9.6,40.6,1021.1,"Mist, Light Drizzle, Rain, Light Rain",37.8826,-79.3838,"37.8826,-79.3838","Rain, Partially cloudy",
1004,4/14/09,,SA,Peru,PE,La Libertad,0,Parcoy,9.64894,,-7.9589,-77.5239,"(-7.9588999999999999, -77.523899999999998)",Landslide,Mudslide,Medium,Downpour,,,12,,http://rawstory.com/news/afp/Nine_dead_in_Peru_mudslides_04142009.html,"-7.9589,-77.5239",,,,,,,,,,,,0,,,,,,,-7.9589,-77.5239,"-7.9589,-77.5239",,
1005,4/14/09,,SA,Peru,PE,La Libertad,0,Aricapampa,0.00442,,-7.8058,-77.7172,"(-7.8057999999999996, -77.717200000000005)",Landslide,Mudslide,Medium,Downpour,,,0,,http://rawstory.com/news/afp/Nine_dead_in_Peru_mudslides_04142009.html,"-7.8058,-77.7172",,,,,,,,,,,,0,,,,,,,-7.8058,-77.7172,"-7.8058,-77.7172",,
1006,4/14/09,Night,NA,United States,US,Utah,33433,Cottonwood Heights,1.90486,Above road,40.6235,-111.7443,"(40.6235, -111.7443)",Landslide,Rockfall,Small,Rain,,,0,KSL,http://www.ksl.com/?nid=148&sid=6163231,"40.6235,-111.7443",04/14/2009,40.7,57.3,49.3,37.4,66.93,,16.2,31.1,203.54,33.4,0.55,75,,8.3,97.3,1000.7,"Mist, Light Drizzle, Rain, Light Rain",40.6235,-111.7443,"40.6235,-111.7443","Rain, Overcast",
1007,4/15/09,Morning,NA,United States,US,Utah,20816,East Millcreek,1.68712,,40.7118,-111.798,"(40.711799999999997, -111.798)",Landslide,Rockfall,Small,Rain,,,0,,http://www.ksl.com/?nid=148&sid=6163231,"40.7118,-111.79799999999999",04/15/2009,34,43.4,39.2,34.1,82.05,,18.3,,172.25,25.8,0.46,75,,8.3,96.8,1001.2,"Mist, Light Snow, Rain, Fog, Light Rain, Snow",40.7118,-111.798,"40.7118,-111.79799999999999","Rain, Overcast",
1008,4/15/09,Morning,NA,United States,US,Utah,10062,Canyon Rim,8.13917,Above road,40.7676,-111.7669,"(40.767600000000002, -111.76690000000001)",Landslide,Rockfall,Small,Rain,,,0,KSL,http://www.ksl.com/?nid=148&sid=6163231,"40.7676,-111.7669",04/15/2009,34,43.5,39.1,34.1,82.2,,18.1,,172.29,25.9,0.46,75,,8.2,96.6,1001.2,"Mist, Light Snow, Rain, Fog, Light Rain, Snow",40.7676,-111.7669,"40.7676,-111.7669","Rain, Overcast",
1010,4/20/09,Morning,NA,United States,US,Virginia,1463,East Lexington,13.41471,,37.9137,-79.4305,"(37.913699999999999, -79.430499999999995)",Landslide,Mudslide,Small,Downpour,,,0,,,"37.9137,-79.4305",04/20/2009,50.1,58.3,54.4,52.5,93.63,,9,58.6,193.32,,0.99,66.67,,7.2,98.1,1008,"Drizzle, Heavy Drizzle, Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",37.9137,-79.4305,"37.9137,-79.4305","Rain, Overcast",
1011,4/20/09,23:25:00,NA,United States,US,Colorado,97385,Boulder,15.14802,,40.1162,-105.3896,"(40.116199999999999, -105.3896)",Landslide,Mudslide,Small,Rain,,,0,,http://www.denverpost.com/news/ci_12190500,"40.1162,-105.3896",04/20/2009,42.9,60,52.2,28.6,40.84,,13.8,,250.88,36.9,0,0,,9.9,1.7,1019.2,,40.1162,-105.3896,"40.1162,-105.3896",Clear,
1014,4/24/09,,SA,Colombia,CO,Córdoba,59188,Sahagún,0.14776,,8.9475,-75.4428,"(8.9474999999999998, -75.442800000000005)",Landslide,Mudslide,Large,Downpour,,,1,,http://www.upi.com/Top_News/2009/04/24/Colombian-mudslide-kills-one/UPI-25981240621368/,"8.9475,-75.4428",04/24/2009,75.3,95.1,87,74.7,68.55,107.8,9.2,,127.14,,0,0,,6.8,70,,,8.9475,-75.4428,"8.9475,-75.4428",Partially cloudy,
1017,05/04/09,,NA,United States,US,Missouri,17916,Hannibal,1.93676,,39.723,-91.3708,"(39.722999999999999, -91.370800000000003)",Landslide,Landslide,Small,Continuous rain,,,0,,http://www.wgem.com/global/story.asp?s=10301250,"39.723,-91.3708",05/04/09,50.8,71.6,60.2,41.9,53.39,,7.4,,176.95,,0,0,,9.9,13.1,1015.7,,39.723,-91.3708,"39.723,-91.3708",Clear,
1019,05/06/09,,SA,Brazil,BR,Pará,70888,Altamira,1.01848,,-3.1946,-52.2093,"(-3.1945999999999999, -52.209299999999999)",Landslide,Mudslide,Medium,Rain,,,19,,http://en.wikipedia.org/wiki/2009_Brazilian_floods_and_mudslides#cite_note-186k_homeless_from_flood-0,"-3.1946,-52.2093",05/06/09,73.5,89.9,80.5,75.9,87.17,100.3,4.7,,186.88,,0.91,5.56,,7.1,74.4,1008.6,"Thunderstorm, Rain Showers, Sky Unchanged",-3.1946,-52.2093,"-3.1946,-52.2093","Rain, Partially cloudy",
1020,05/06/09,,SA,Brazil,BR,Maranhão,48901,Barra do Corda,61.75306,,-5.0804,-45.601,"(-5.0804, -45.600999999999999)",Landslide,Mudslide,Medium,Rain,,,3,,http://www.3news.co.nz/Heavy-rains-leave-186K-homeless-in-northern-Brazil/tabid/417/articleID/102883/cat/782/Default.aspx,"-5.0804,-45.601000000000006",,,,,,,,,,,,0,,,,,,,-5.0804,-45.601,"-5.0804,-45.601000000000006",,
1022,05/08/09,,NA,United States,US,Kentucky,777,Hindman,15.41975,,37.4514,-82.8836,"(37.4514, -82.883600000000001)",Landslide,Landslide,Small,Downpour,,,0,Matthew Crawford (KGS),,"37.4514,-82.8836",05/08/09,57.6,77.1,64.9,59.5,84.13,,9.2,,230,,2.07,33.33,,6.9,47.9,1009.7,"Mist, Rain, Thunderstorm, Light Rain",37.4514,-82.8836,"37.4514,-82.8836","Rain, Partially cloudy",
1023,05/08/09,,NA,United States,US,Kentucky,2231,Jackson,9.34774,,37.5495,-83.4892,"(37.549500000000002, -83.489199999999997)",Landslide,Landslide,Small,Downpour,,,0,Matthew Crawford (KGS),,"37.5495,-83.4892",05/08/09,57.6,77.1,64.9,59.5,84.11,,9.1,,202.38,,2.05,37.5,,7,47.6,1009.7,"Mist, Rain, Thunderstorm, Light Rain",37.5495,-83.4892,"37.5495,-83.4892","Rain, Partially cloudy",
1024,05/11/09,,NA,United States,US,Kentucky,6903,Pikeville,11.07489,,37.4072,-82.4322,"(37.407200000000003, -82.432199999999995)",Landslide,Landslide,Small,Downpour,,,,Matthew Crawford (KGS),,"37.4072,-82.4322",05/11/09,48,58.5,52.2,47,83.23,,4.1,,227.56,47.9,0,0,,8.9,73.4,,"Drizzle, Mist, Light Drizzle, Rain, Light Rain",37.4072,-82.4322,"37.4072,-82.4322",Partially cloudy,
1026,5/17/09,,NA,United States,US,North Carolina,18228,Lenoir,9.72793,,35.9993,-81.564,"(35.999299999999998, -81.563999999999993)",Landslide,Mudslide,Small,Downpour,,,1,,http://www.wcnc.com/news/local/stories/wcnc-051709-sjf-ncweather.120f9025.html,"35.9993,-81.564",05/17/2009,52.8,66,60.5,54.8,82.21,,11.9,,242.05,,0.52,58.33,,8.8,86.6,1016.1,"Drizzle, Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",35.9993,-81.564,"35.9993,-81.564","Rain, Overcast",
1033,5/30/09,,NA,United States,US,West Virginia,1142,Hamlin,11.50494,,38.1761,-82.0843,"(38.176099999999998, -82.084299999999999)",Landslide,Mudslide,Small,Unknown,,,0,,http://wvgazette.com/News/200905300356,"38.1761,-82.0843",05/30/2009,56.7,73.5,64.1,58.1,82.05,,9.2,,220.96,,0.01,8.33,,7.9,68,1011.2,"Hail Showers, Mist, Thunderstorm, Rain, Thunderstorm Without Precipitation, Fog, Rain Showers, Light Rain",38.1761,-82.0843,"38.1761,-82.0843","Rain, Partially cloudy",
1038,6/18/09,Night,NA,United States,US,Utah,42274,Draper,0.79003,,40.53,-111.87,"(40.53, -111.87)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.localnews8.com/Global/story.asp?S=10555231&nav=menu554_2_3,"40.53,-111.87",06/18/2009,55.8,71,62.8,47.1,61.08,,14.7,,205.68,,0.15,33.33,,9.9,66.8,1011,"Thunderstorm, Thunderstorm Without Precipitation, Light Rain",40.53,-111.87,"40.53,-111.87","Rain, Partially cloudy""43.0421,-91.1811",
1069,7/31/09,Night,NA,United States,US,Kentucky,5338,Dayton,2.30977,,39.1224,-84.449,"(39.122399999999999, -84.448999999999998)",Landslide,Mudslide,Small,Rain,,,0,,,"39.1224,-84.449",07/31/2009,65,82,73.3,63.3,73.52,83.2,12.8,,273.23,,0.89,37.5,,8.5,56,1013.6,"Mist, Thunderstorm, Rain, Rain Showers, Fog, Heavy Rain, Light Rain",39.1224,-84.449,"39.1224,-84.449","Rain, Partially cloudy",
1105,8/19/09,,NA,United States,US,Kentucky,31577,Hopkinsville,15.49105,,36.89,-87.6597,"(36.89, -87.659700000000001)",Landslide,Landslide,Small,Unknown,,,0,,http://www.wsmv.com/news/20463149/detail.html,"36.89,-87.6597",08/19/2009,72,88,77,71.9,85.51,94.8,14.5,32.2,189.86,,0.13,16.67,,8.8,23.1,1014.5,"Mist, Light Drizzle, Thunderstorm, Fog, Light Rain",36.89,-87.6597,"36.89,-87.6597",Rain,
1116,8/20/09,,NA,United States,US,Wisconsin,5911,Prairie du Chien,3.41664,,43.0421,-91.1811,"(43.042099999999998, -91.181100000000001)",Landslide,Landslide,Small,Rain,,,0,,http://www.wcfcourier.com/articles/2009/08/19/news/breaking_news/doc4a8c3c7b2b76d130081282.txt,"43.0421,-91.1811",08/20/2009,58.6,75.7,66.1,61.3,84.95,,14.9,,223.39,,0.92,45.83,,9.4,86,1002,"Mist, Light Drizzle, Rain, Thunderstorm, Heavy Rain, Light Rain",43.0421,-91.1811,"43.0421,-91.1811","Rain, Overcast",
1117,8/21/09,,NA,Trinidad and Tobago,TT,City of San Fernando,26700,Marabella,9.42494,,10.3717,-61.3917,"(10.371700000000001, -61.3917)",Landslide,Landslide,Small,Downpour,,,0,,http://www.trinidadexpress.com/index.pl/article_news?id=161522186,"10.3717,-61.3917",08/21/2009,76.7,91.5,82.5,75.6,80.74,105.3,17.2,,78.46,,0,0,,7.5,57.8,1011.5,"Precipitation In Vicinity, Rain Showers, Smoke Or Haze",10.3717,-61.3917,"10.3717,-61.3917",Partially cloudy,
1131,09/01/09,,NA,Mexico,MX,Baja California Sur,48518,San José del Cabo,0.05648,,23.0587,-109.6972,"(23.058700000000002, -109.6972)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Jimena,,,,http://online.wsj.com/article/SB125187243480578733.html,"23.0587,-109.6972",,,,,,,,,,,,0,,,,,,,23.0587,-109.6972,"23.0587,-109.6972",,
1140,09/07/09,Early morning,NA,Haiti,HT,Artibonite,66226,Saint-Marc,17.29836,,18.9523,-72.7053,"(18.952300000000001, -72.705299999999994)",Landslide,Mudslide,Medium,Downpour,,,1,,http://www.google.com/hostednews/ap/article/ALeqM5hdjzxxFRHymhlrd1BpUjDSV3HK6AD9AIQ5OO0,"18.9523,-72.7053",09/07/09,78.9,96.9,88.9,73.7,62.33,103.8,11.4,,122,,0,0,,6.4,43.3,,,18.9523,-72.7053,"18.9523,-72.7053",Partially cloudy,
